train_acc,train_loss,val_acc,val_loss
0.03675789473684211,4.330148,0.0644,4.0435734
0.08616842105263159,3.9370072,0.1216,3.7409277
0.12309473684210527,3.7048452,0.15560000000000002,3.5280654
0.1598736842105263,3.4946284,0.19560000000000002,3.3204038
0.1939578947368421,3.2946413,0.21320000000000003,3.1949036
0.22172631578947374,3.1334405,0.2244,3.1438699
0.24404210526315787,3.0074437,0.2464,2.9776995
0.26439999999999997,2.9159708,0.25680000000000003,2.9609537
0.2808210526315789,2.8219829,0.2864,2.9027667
0.2969894736842105,2.7470055,0.3012,2.7828927
0.30896842105263156,2.692526,0.31799999999999995,2.6701064
0.3192842105263158,2.639116,0.3204,2.6617243
0.3308,2.5779712,0.3196,2.629246
0.3417684210526315,2.5280545,0.33120000000000005,2.6014132
0.34936842105263155,2.4904797,0.33159999999999995,2.618433
0.3589052631578948,2.4494421,0.33159999999999995,2.6205034
0.36637894736842097,2.4170864,0.3559999999999999,2.4896357
0.37168421052631584,2.3798487,0.35960000000000003,2.4771478
0.3781052631578947,2.3525636,0.36119999999999997,2.4822416
0.38511578947368424,2.3216808,0.35719999999999996,2.4784331
0.3908631578947368,2.2935793,0.35960000000000003,2.4865458
0.39484210526315794,2.2715929,0.36800000000000005,2.4088504
0.40250526315789475,2.2475543,0.38839999999999997,2.345305
0.40570526315789474,2.2278748,0.392,2.3291645
0.4106315789473684,2.1997662,0.36800000000000005,2.3843741
0.4188421052631579,2.1753354,0.38839999999999997,2.3346395
0.4194736842105264,2.159389,0.38839999999999997,2.3192718
0.4242315789473684,2.1329784,0.41480000000000006,2.2515469
0.42949473684210526,2.1207597,0.40639999999999993,2.2473667
0.43191578947368425,2.104852,0.40759999999999996,2.2180135
0.43351578947368424,2.0962613,0.40880000000000005,2.2971358
0.4383368421052632,2.0826256,0.4076000000000001,2.2510872
0.4425263157894737,2.0604358,0.40360000000000007,2.322702
0.44364210526315795,2.0529604,0.4352,2.219277
0.44637894736842104,2.0358682,0.42200000000000004,2.2004511
0.4523789473684211,2.0227556,0.43479999999999996,2.1752596
0.45311578947368425,2.0070672,0.42119999999999996,2.2420118
0.45734736842105267,1.9974594,0.4328,2.2102058
0.45924210526315784,1.9831812,0.42080000000000006,2.1794832
0.46065263157894737,1.9742396,0.424,2.2204974
0.46680000000000005,1.9606746,0.41960000000000003,2.203555
0.46433684210526316,1.9508777,0.4316,2.1446934
0.4673684210526316,1.941691,0.4328,2.1922243
0.46909473684210523,1.9349432,0.42840000000000006,2.2171922
0.47296842105263165,1.925175,0.4296,2.168774
0.4727578947368421,1.9191458,0.4292,2.1799974
0.47688421052631574,1.9045132,0.4168,2.2665246
0.4802736842105263,1.8885076,0.45120000000000005,2.0800653
0.4822736842105263,1.8902185,0.41600000000000004,2.2226346
0.48522105263157894,1.8768326,0.4391999999999999,2.1178527
0.48231578947368425,1.8685607,0.4324,2.1585996
0.4849052631578948,1.8646489,0.45640000000000003,2.080984
0.4872,1.8644695,0.4548,2.0513756
0.48555789473684213,1.8531566,0.45,2.120017
0.49098947368421053,1.8341247,0.45,2.1238613
0.492021052631579,1.8383538,0.452,2.051708
0.4947157894736842,1.834112,0.4432,2.0953808
0.49698947368421054,1.8201653,0.4527999999999999,2.0580242
0.5017052631578948,1.8072969,0.4456,2.127647
0.49856842105263155,1.8103395,0.45039999999999997,2.0917628
0.4977684210526316,1.8100995,0.4512,2.0632925
0.49917894736842106,1.7946572,0.45879999999999993,2.074753
0.5035578947368421,1.7884008,0.4528000000000001,2.0987759
0.5041684210526316,1.7822926,0.45120000000000005,2.0807416
0.5053894736842105,1.7774448,0.4612,2.0560176
0.5074736842105263,1.7696763,0.44360000000000005,2.1005175
0.5099157894736842,1.7693908,0.4604,2.012876
0.5093684210526316,1.7677927,0.44920000000000004,2.0494845
0.5077473684210526,1.7665801,0.4568,2.079776
0.5127578947368421,1.7535266,0.4644,2.0178382
0.5123578947368421,1.7451743,0.4668,2.0198858
0.5113473684210526,1.7451799,0.4596,2.0558906
0.5144631578947368,1.740626,0.4716,1.999703
0.5156421052631579,1.7308722,0.4696000000000001,2.064678
0.5163368421052631,1.7312368,0.4632,2.0536773
0.516842105263158,1.7267039,0.4536,2.1125257
0.5197894736842106,1.7229011,0.47,2.0141459
0.5198736842105263,1.7145127,0.45480000000000004,2.040913
0.5225894736842105,1.704268,0.4728,2.0194743
0.5215157894736842,1.7147304,0.4596,2.1375213
0.522421052631579,1.7040081,0.45679999999999993,2.0206175
0.5241684210526316,1.6935389,0.4608,2.112554
0.528021052631579,1.6882455,0.45760000000000006,2.0595112
0.5241052631578947,1.693473,0.4779999999999999,1.9922787
0.5265473684210527,1.6893234,0.4692,1.9912555
0.5269052631578947,1.6897882,0.4604000000000001,2.0233355
0.5268,1.6867489,0.4584,2.037285
0.5282736842105263,1.6729556,0.466,2.0399914
0.5315157894736842,1.6693344,0.4696,2.0407226
0.5317263157894737,1.6776997,0.472,1.9892709
0.5295368421052631,1.6677846,0.47159999999999996,2.0158575
0.5319368421052633,1.6702362,0.47119999999999995,2.0287466
0.5334736842105263,1.657978,0.47120000000000006,2.048111
0.5334105263157896,1.6557997,0.47759999999999997,2.0212512
0.5358105263157894,1.6513067,0.46559999999999996,2.0096035
0.5361473684210527,1.6500156,0.4716,2.0298057
0.5389263157894737,1.6441765,0.4752,2.0155115
0.5382315789473685,1.6442671,0.468,2.0013561
0.5368421052631579,1.6436201,0.4808,1.9873532
0.5400842105263157,1.6319025,0.48440000000000005,1.9653702
